Date,Symbol,Timeframe,Type,Pattern,BRS_Score,Entry,SL,Target,Close,Volume,DeliveryQty,DeliveryPct,DelivSpikeRatio,Daily_RSI
27-07-2026,OIL,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,446.1,438.1,470.1,442.0,3806947,1652480,43.41,,51.25
27-07-2026,ONGC,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,248.17,238.14,278.26,238.56,19910285,10213655,51.3,,35.25
27-07-2026,PATANJALI,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,348.0,341.1,368.7,346.85,6854453,2945479,42.97,,24.52
27-07-2026,PAYTM,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,1298.0,1270.1,1381.7,1289.4,2199063,998693,45.41,,56.67
27-07-2026,PERSISTENT,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,5339.5,5237.0,5647.0,5268.2,557415,199838,35.85,,58.58
27-07-2026,PETRONET,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,276.45,272.0,289.8,272.9,1308556,780424,59.64,,45.37
27-07-2026,PFC,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,420.7,411.0,449.8,420.1,4447916,2531047,56.9,,52.73
27-07-2026,PGEL,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,586.8,577.0,616.2,579.7,769994,207630,26.97,,53.0
27-07-2026,PHOENIXLTD,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,2053.5,2011.4,2179.8,2036.6,402381,196739,48.89,,53.42
27-07-2026,PIDILITIND,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,1622.4,1579.7,1750.5,1611.3,1161586,647571,55.75,,58.64
27-07-2026,PNB,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,112.23,110.76,116.64,111.62,12850732,6156107,47.9,,62.01
27-07-2026,PNBHOUSING,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,1085.5,1051.6,1187.2,1078.5,937828,470444,50.16,,53.35
27-07-2026,POLICYBZR,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,1558.9,1536.4,1626.4,1553.2,638636,333737,52.26,,45.09
27-07-2026,POLYCAB,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,9050.0,8956.0,9332.0,9010.0,232047,113873,49.07,,43.27
27-07-2026,POWERGRID,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,290.55,286.55,302.55,288.85,12143388,9007264,74.17,,52.21
27-07-2026,PREMIERENE,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,1042.7,1017.7,1117.7,1039.9,547770,181278,33.09,,45.83
27-07-2026,PRESTIGE,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,1649.8,1604.7,1785.1,1644.6,652716,380186,58.25,,53.27
27-07-2026,RADICO,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,4201.0,4117.7,4450.9,4149.5,515365,284624,55.23,,65.83
27-07-2026,RBLBANK,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,364.1,352.9,397.7,362.85,6318621,3487986,55.2,,50.37
27-07-2026,RECLTD,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,368.85,356.9,404.7,368.15,9400642,5219657,55.52,,60.8
27-07-2026,RELIANCE,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,1288.7,1278.0,1320.8,1280.0,7163132,4761835,66.48,,42.56
27-07-2026,RVNL,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,227.6,223.56,239.72,223.95,3968892,1079420,27.2,,34.7
27-07-2026,SAIL,D,PRE_BREAKOUT,MTF_RSI_ACCUMULATION,,166.5,162.1,179.7,162.62,13672214,5161518,37.75,,38.09
